identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;departement;localite;pays;wgs84;precision_du_geocodage;numero_de_telephone;changeur_de_monnaie;distributeur_de_billets;distributeur_de_timbres;photocopie;bornes_de_rechargement_moneo;affranchissement_libre_service;distributeur_pret_a_poster;accessibilite_absence_de_ressaut_de_plus_de_2_cm_de_haut;accessibilite_automate_d_affranchissement_avec_prise_audio;accessibilite_borne_sonore_en_etat_de_fonctionnement;accessibilite_boucle_magnetique_en_etat_de_fonctionnement;accessibilite_distributeur_de_billets_avec_prise_audio;accessibilite_entree_autonome_en_fauteuil_roulant_possible;accessibilite_espace_de_circulation_interieur_suffisant_pour_pmr;accessibilite_pas_d_escalier_ou_bandes_de_vigilance_presentes;accessibilite_presence_d_un_espace_confidentiel_accessible_pmr;accessibilite_presence_d_un_gab_externe_accessible_pmr;accessibilite_presence_d_un_guichet_surbaisse_ou_d_un_ecritoire;accessibilite_presence_d_un_panneau_prioritaire;accessibilite_presence_d_une_bande_de_guidage_au_sol
14673A;LE CHATELET EN BRIE BP;Bureau de poste;20 RUE DU 26 AOUT 1944;;;77820;77;LE CHATELET EN BRIE;FRANCE;48.505063, 2.791543;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
14681A;CHENOISE BP;Bureau de poste;2 RUE DE LA FORET;;;77160;77;CHENOISE;FRANCE;48.616509, 3.195051;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14685A;CHOISY EN BRIE BP;Bureau de poste;53 RUE GRANDE;;;77320;77;CHOISY EN BRIE;FRANCE;48.7591, 3.220356;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14687A;CLAYE SOUILLY;Bureau de poste;ALLEE ANDRE BENOIST;;;77410;77;CLAYE SOUILLY;FRANCE;48.94623, 2.687798;Géocodé au numéro;3631;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui
14688A;COMBS LA VILLE;Bureau de poste;8 RUE PABLO PICASSO;ZAC SUD;;77380;77;COMBS LA VILLE;FRANCE;48.6588, 2.564027;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Oui;Oui
14697A;CREGY LES MEAUX BP;Bureau de poste;15 PLACE LOUIS JOUVET;;;77124;77;CREGY LES MEAUX;FRANCE;48.976497, 2.873888;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14700A;CROUY SUR OURCQ BP;Bureau de poste;7 RUE GEOFFROY;;;77840;77;CROUY SUR OURCQ;FRANCE;49.091097, 3.075007;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
14701A;DAMMARIE LES LYS;Bureau de poste;447 RUE DU BAS MOULIN;;;77190;77;DAMMARIE LES LYS;FRANCE;48.517296, 2.63391;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui
14702A;DAMMARTIN EN GOELE;Bureau de poste;2 AVENUE DU MARECHAL LECLERC;;;77230;77;DAMMARTIN EN GOELE;FRANCE;49.053362, 2.686187;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
14705A;DONNEMARIE DONTILLY BP;Bureau de poste;PLACE DES JEUX;;;77520;77;DONNEMARIE DONTILLY;FRANCE;48.477593, 3.134827;Géocodé au milieu de la rue;3631;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14706A;DOUE AP;Agence postale;10 RUE DU GENERAL D HARVILLE;;;77510;77;DOUE;FRANCE;48.866697, 3.163309;Géocodé au numéro;164045866;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14709A;EMERAINVILLE BP;Bureau de poste;18 RUE D EMERY;;;77184;77;EMERAINVILLE;FRANCE;48.811469, 2.621797;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non
14715A;FERICY AP;Agence postale;1 RUE DE LORETTE;;;77133;77;FERICY;FRANCE;48.459293, 2.801039;Géocodé au numéro;164236724;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14717A;LA FERTE GAUCHER;Bureau de poste;2 PLACE DU GENERAL DE GAULLE;;;77320;77;LA FERTE GAUCHER;FRANCE;48.781507, 3.305963;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui
14725A;FRESNES SUR MARNE BP;Bureau de poste;32 RUE DE L OURCQ;;;77410;77;FRESNES SUR MARNE;FRANCE;48.940495, 2.741878;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14738A;BAILLY ROMAINVILLIERS BP;Bureau de poste;70 RUE DE MAGNY;;;77700;77;BAILLY ROMAINVILLIERS;FRANCE;48.850263, 2.818923;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non
14742A;JUILLY BP;Bureau de poste;27 RUE PIERRE LOYER;;;77230;77;JUILLY;FRANCE;49.014099, 2.705131;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
14749A;LIVERDY EN BRIE AP;Agence postale;8 RUE DE MEAUX;;;77220;77;LIVERDY EN BRIE;FRANCE;48.702196, 2.778358;Géocodé au numéro;164255555;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14750A;LIVRY SUR SEINE AP;Relais poste commerçant;PLACE DE L EGLISE;;;77000;77;LIVRY SUR SEINE;FRANCE;48.511197, 2.684721;Géocodé au milieu de la rue;160685619;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14752A;LOGNES;Bureau de poste;4 MAIL GASTON PLANTE;;;77185;77;LOGNES;FRANCE;48.841196, 2.631138;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
14761A;MEAUX PRINCIPAL;Bureau de poste;5 QUAI JACQUES PREVERT;;;77100;77;MEAUX;FRANCE;48.957199, 2.88234;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui
14772A;MONTEVRAIN BP;Bureau de poste;PLACE DE LA POSTE;;;77144;77;MONTEVRAIN;FRANCE;48.875448, 2.746548;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non
14783A;NANDY BP;Bureau de poste;AVENUE DES CHAMPS;CENTRE COMMERCIAL INTERMARCHE;;77176;77;NANDY;FRANCE;48.584699, 2.565438;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17130A;SURESNES LIBERTE BP;Bureau de poste;54 RUE DES CHENES;;;92150;92;SURESNES;FRANCE;48.880296, 2.223288;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Oui
17144A;CLAMART LA PLAINE BP;Bureau de poste;360 AVENUE DU GENERAL DE GAULLE;;;92140;92;CLAMART;FRANCE;48.78286, 2.243971;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non
17226A;LA COURNEUVE QUATRE ROUTES;Bureau de poste;1 AVENUE LENINE;;;93120;93;LA COURNEUVE;FRANCE;48.920696, 2.411132;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
17239A;STAINS L AVENIR BP;Bureau de poste;71 AVENUE JEAN JAURES;;;93240;93;STAINS;FRANCE;48.96729, 2.382289;Géocodé au numéro;3631;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17242A;BOBIGNY PONT DE PIERRE BP;Bureau de poste;10 RUE RACINE;;;93000;93;BOBIGNY;FRANCE;48.912991, 2.416097;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17259A;NOISY LE GRAND BP;Bureau de poste;36 RUE JEAN MOULIN;;;93160;93;NOISY LE GRAND;FRANCE;48.831595, 2.566432;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17268A;ROSNY SOUS BOIS CTRE COMMERCIAL BP;Bureau de poste;CENTRE COMMERCIAL DE ROSNY 2;;;93110;93;ROSNY SOUS BOIS;FRANCE;48.883195, 2.478219;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17272A;GAGNY CHENAY BP;Bureau de poste;66 RUE DU CHEMIN DE FER;;;93220;93;GAGNY;FRANCE;48.876795, 2.551398;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17275A;NOISY LE SEC STEPHENSON BP;Bureau de poste;157 RUE DE BREMENT;;;93130;93;NOISY LE SEC;FRANCE;48.887993, 2.463078;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17276A;STAINS CLOS SAINT LAZARE BP;Bureau de poste;1 RUE ALFRED DE MUSSET;;;93240;93;STAINS;FRANCE;48.949013, 2.374987;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
17279A;NEUILLY SUR MARNE FAUVETTES BP;Bureau de poste;37 PLACE DU ROUSSILLON;;;93330;93;NEUILLY SUR MARNE;FRANCE;48.865897, 2.533685;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
17283A;NOISY LE GRAND CHAMPY BP;Bureau de poste;17 PROMENADE MICHEL SIMON;;;93160;93;NOISY LE GRAND;FRANCE;48.843094, 2.578207;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui
17284A;DRANCY 1 BP;Bureau de poste;2 RUE DES BOIS DE GROSLAY;CITE JULES AUFFRET;;93700;93;DRANCY;FRANCE;48.919008, 2.462812;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
17386A;SUCY EN BRIE  AP;Agence postale;PLACE GARE;;;94370;94;SUCY EN BRIE;FRANCE;48.771195, 2.509108;Géocodé au numéro;145900230;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17389A;CRETEIL SOLEIL BP;Bureau de poste;CENTRE COMMERCIAL REGIONAL;;;94000;94;CRETEIL;FRANCE;48.7797, 2.456083;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17391A;RUNGIS LA POSTE DU M.I.N. BP;Bureau de poste;22 RUE DU SEMINAIRE;;;94550;94;CHEVILLY LARUE;FRANCE;48.762095, 2.361826;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17401A;FRESNES LA VALLEE AUX RENARDS BP;Bureau de poste;43 RUE EMILE ZOLA;;;94260;94;FRESNES;FRANCE;48.764794, 2.32747;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17412A;GARGES LA MUETTE BP;Bureau de poste;3 RUE JACQUES DECOUR;;;95140;95;GARGES LES GONESSE;FRANCE;48.976458, 2.413587;Géocodé au numéro;3631;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17424A;BELLOY EN FRANCE BP;Bureau de poste;2 RUE DE VERDUN;;;95270;95;BELLOY EN FRANCE;FRANCE;49.088292, 2.371368;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non
17427A;BOISSY L AILLERIE BP;Bureau de poste;17 RUE VEUVE QUATREMAIN;;;95650;95;BOISSY L AILLERIE;FRANCE;49.077696, 2.02643;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17440A;CHAMPAGNE SUR OISE BP;Bureau de poste;46 RUE JULES PICARD;;;95660;95;CHAMPAGNE SUR OISE;FRANCE;49.134393, 2.233656;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non
17447A;ECOUEN BP;Bureau de poste;4 PLACE DE L EGLISE;;;95440;95;ECOUEN;FRANCE;49.01828, 2.379861;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non
17454A;FOSSES;Bureau de poste;AVENUE DU MESNIL;;;95470;95;FOSSES;FRANCE;49.098585, 2.515762;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui
17462A;GROSLAY BP;Bureau de poste;3 RUE EMILE AIMOND;;;95410;95;GROSLAY;FRANCE;48.985999, 2.349877;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non
80027A;CHEVILLY LARUE HOTEL DE VILLE AP;Agence postale;55 BOULEVARD JEAN MERMOZ;;;94550;94;CHEVILLY LARUE;FRANCE;48.771293, 2.338768;Géocodé au numéro;145601998;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
98896A;ACHERES AP;Relais poste commerçant;3 AVENUE W A MOZART;C CIAL LECLERC;;78260;78;ACHERES;FRANCE;48.961299, 2.056457;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14786B;RPC AINCOURT BUCAILLE AP;Relais poste commerçant;19 RUE BUCAILLE;BAR TABAC DE LA BUCAILLE;;95510;95;AINCOURT;FRANCE;49.07165, 1.775587;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14787A;NOISIEL  MENIER BP;Bureau de poste;102 PLACE GASTON MENIER;;;77186;77;NOISIEL;FRANCE;48.856097, 2.627436;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non
14791A;OZOIR LA FERRIERE;Bureau de poste;6 AVENUE EDOUARD GOURDON;;;77330;77;OZOIR LA FERRIERE;FRANCE;48.772897, 2.678127;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui
14797A;PONTAULT COMBAULT;Bureau de poste;3 AVENUE CHARLES ROUXEL;;;77340;77;PONTAULT COMBAULT;FRANCE;48.798493, 2.605277;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
14812A;SAINT MARD BP;Bureau de poste;38 AVENUE DE LA GARE;;;77230;77;ST MARD;FRANCE;49.033717, 2.695963;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
14821A;SAVIGNY LE TEMPLE LA FORET BP;Bureau de poste;CENTRE COMMERCIAL LES FONTAINES;;;77176;77;SAVIGNY LE TEMPLE;FRANCE;48.60372, 2.551669;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14826A;SOUPPES SUR LOING;Bureau de poste;RUE DES MARINIERS;;;77460;77;SOUPPES SUR LOING;FRANCE;48.181137, 2.7311;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
14832A;TOUQUIN BP;Bureau de poste;1 PLACE DE LA MAIRIE;;;77131;77;TOUQUIN;FRANCE;48.73558, 3.011663;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
14840A;LE VAUDOUE BP;Bureau de poste;2 RUE DES ACACIAS;;;77123;77;LE VAUDOUE;FRANCE;48.356594, 2.51871;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14843A;VENEUX LES SABLONS BP;Bureau de poste;RUE DU NOYER CREUX;;;77250;77;VENEUX LES SABLONS;FRANCE;48.378919, 2.791217;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14846A;VERNOU LA CELLE AP;Agence postale;RUE DE LA MAIRIE;;;77670;77;VERNOU LA CELLE SUR SEINE;FRANCE;48.387193, 2.843716;Géocodé au milieu de la rue;164231443;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14851A;VILLENEUVE LES BORDES AP;Agence postale;RUE DU MONTOIS;;;77154;77;VILLENEUVE LES BORDES;FRANCE;48.486199, 3.047294;Géocodé au milieu de la rue;164085298;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14857A;VILLIERS SOUS GRIEZ AP;Agence postale;3 RUE DE LARCHANT;;;77760;77;VILLIERS SOUS GREZ;FRANCE;48.316999, 2.647225;Géocodé au numéro;164242709;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14859A;VOULX BP;Bureau de poste;24 RUE HENRI DUROCHER;;;77940;77;VOULX;FRANCE;48.280612, 2.971697;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14870A;CHESSY AP;Agence postale;5 PLACE DE L EGLISE;;;77700;77;CHESSY;FRANCE;48.87959, 2.764758;Géocodé au numéro;160434955;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14880A;MEAUX DUNANT BP;Bureau de poste;22 AVENUE HENRI DUNANT;;;77100;77;MEAUX;FRANCE;48.949417, 2.89391;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
14883A;MELUN L ALMONT BP;Bureau de poste;25 RUE JEAN MOULIN;;;77000;77;MELUN;FRANCE;48.543596, 2.672198;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14884A;CHELLES FOCH BP;Bureau de poste;52 B AVENUE DU MARECHAL FOCH;;;77500;77;CHELLES;FRANCE;48.870699, 2.576101;Géocodé au numéro;3631;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
14892A;GUYANCOURT BLERIOT BP;Bureau de poste;PLACE DU MARCHE;CENTRE COMMERCIAL LOUIS BLERIOT;;78280;78;GUYANCOURT;FRANCE;48.773492, 2.074048;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14893A;MANTES LA JOLIE GASSICOURT BP;Bureau de poste;RUE PAUL BERT;;;78200;78;MANTES LA JOLIE;FRANCE;48.997494, 1.701848;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
14895A;ANDRESY;Bureau de poste;26 RUE DE L EGLISE;;;78570;78;ANDRESY;FRANCE;48.980896, 2.059259;Géocodé au numéro;3631;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui;Oui
14923A;LA CELLE ST CLOUD HOTEL DE VILLE;Bureau de poste;16 AVENUE CHARLES DE GAULLE;;;78170;78;LA CELLE ST CLOUD;FRANCE;48.846898, 2.1352;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Oui;Oui
17400A;ALFORTVILLE SAINT PIERRE BP;Bureau de poste;97 RUE ETIENNE DOLET;;;94140;94;ALFORTVILLE;FRANCE;48.790494, 2.425868;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17416A;SARCELLES CHANTEPIE BP;Bureau de poste;RUE D ESTIENNE D ORVES;ALL DU JEU DE BOULES CCAL CHANTEPIE;;95200;95;SARCELLES;FRANCE;48.986596, 2.371505;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non
17420A;AUVERS SUR OISE;Bureau de poste;4 PLACE DE LA MAIRIE;;;95430;95;AUVERS SUR OISE;FRANCE;49.070135, 2.172216;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non
17428A;BEZONS COLOMBIER BP;Bureau de poste;5 RUE ROBERT BRANCHARD;;;95870;95;BEZONS;FRANCE;48.924293, 2.219318;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Oui
17434A;GOUSSAINVILLE GRANDES BORNES BP;Bureau de poste;RUE ROBERT PELTIER;;;95190;95;GOUSSAINVILLE;FRANCE;49.036196, 2.460815;Géocodé au milieu d un îlot;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non
17435A;BRAY ET LU AP;Agence postale;RUE DES ECOLES;;;95710;95;BRAY ET LU;FRANCE;49.139794, 1.658599;Géocodé au milieu de la rue;134677220;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17439A;CERGY LES BORDS D'OISE BP;Bureau de poste;37 RUE NATIONALE;;;95000;95;CERGY;FRANCE;49.036294, 2.061668;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non
17449A;ENNERY APC;Agence postale;PLACE ANASTASIA RENDU;;;95300;95;ENNERY;FRANCE;49.076195, 2.105676;Géocodé au milieu de la rue;134416138;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17456A;FREPILLON GA BP;Bureau de poste;13 RUE DU COUDRAY;;;95740;95;FREPILLON;FRANCE;49.051897, 2.206696;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
17458A;GARGES LES GONESSE;Bureau de poste;9 PLACE DE L HOTEL DE VILLE;;;95140;95;GARGES LES GONESSE;FRANCE;48.972062, 2.400066;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17467A;MAGNY EN VEXIN;Bureau de poste;22 RUE DE PARIS;;;95420;95;MAGNY EN VEXIN;FRANCE;49.154649, 1.78678;Géocodé au numéro;3631;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
17471A;MENUCOURT BP;Bureau de poste;1 PLACE DE LA MARECHE;;;95180;95;MENUCOURT;FRANCE;49.025643, 1.979407;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non
17493A;SAINT GRATIEN;Bureau de poste;44 RUE BERTHIE ALBRECHT;;;95210;95;ST GRATIEN;FRANCE;48.967197, 2.283837;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17494A;SAINT LEU LA FORET;Bureau de poste;PLACE DU MARECHAL FOCH;;;95320;95;ST LEU LA FORET;FRANCE;49.0195, 2.243135;Géocodé au numéro;3631;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Oui;Oui;Oui
17495A;SAINT MARTIN DU TERTRE BP;Bureau de poste;10 RUE DU LIEUTENANT BAUDE;;;95270;95;ST MARTIN DU TERTRE;FRANCE;49.108838, 2.347636;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
